pop_cd,year,month,avg_score,avg_rat,new_avg_rat,city,ages,monthly_spend_rat,population,num_opencard,num_usecard,monthly_card_spend,monthly_lc,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_payment,credit_card_installments_payment,debit_card_payment,monthly_spend,date
L167,2017,10,819,3,2,제주,70대,4,36000,1.82,0.69,530000,98780000,88190000,73960000,190000,860000,230000,250000,20840000,10680000,56330000,26780000,125970000,314000,105000,111000,425000,2017-10-01
L167,2017,11,819,3,2,제주,70대,4,37000,1.84,0.69,500000,100480000,89820000,75010000,190000,870000,300000,300000,21160000,10720000,57600000,26900000,128140000,286000,104000,110000,396000,2017-11-01
L167,2017,12,819,3,2,제주,70대,4,37000,1.86,0.7,500000,101240000,90300000,75220000,200000,870000,310000,300000,21220000,10770000,57960000,26870000,129010000,297000,88000,115000,412000,2017-12-01
L018,2016,1,800,2,3,서울,80대,4,175000,2.04,1.56,570000,128450000,115260000,103100000,220000,470000,2180000,400000,14400000,31810000,68720000,25430000,142800000,323000,117000,130000,453000,2016-01-01
L018,2016,2,834,3,1,서울,80대,5,197000,0.82,0.39,400000,129870000,116370000,103060000,170000,430000,2110000,290000,13840000,31290000,70970000,28270000,141350000,228000,70000,102000,330000,2016-02-01
L018,2016,3,834,3,1,서울,80대,5,200000,0.83,0.39,380000,131360000,117840000,104640000,180000,430000,2110000,300000,13970000,31490000,72100000,28900000,142330000,210000,61000,109000,319000,2016-03-01
L018,2016,4,834,3,1,서울,80대,4,204000,0.83,0.39,410000,132370000,118410000,105000000,180000,460000,2130000,310000,13940000,31910000,72280000,28660000,143280000,235000,73000,102000,337000,2016-04-01
L018,2016,5,834,3,1,서울,80대,4,207000,0.83,0.4,410000,132300000,118610000,104780000,180000,480000,2120000,320000,13830000,32050000,72420000,28240000,143850000,239000,73000,98000,337000,2016-05-01
L018,2016,6,834,3,1,서울,80대,4,209000,0.83,0.4,420000,132970000,118710000,104850000,190000,500000,2120000,340000,13780000,32220000,72390000,27910000,144040000,249000,80000,91000,340000,2016-06-01
L018,2016,7,834,3,1,서울,80대,4,211000,0.83,0.4,420000,133670000,119530000,105380000,190000,450000,2380000,350000,13820000,32510000,72880000,27510000,145100000,256000,73000,91000,347000,2016-07-01
L018,2016,8,835,3,1,서울,80대,4,213000,0.83,0.4,450000,133950000,119940000,105550000,200000,450000,2370000,370000,13900000,32690000,73020000,27390000,145750000,267000,84000,99000,366000,2016-08-01
L018,2016,9,835,3,1,서울,80대,4,216000,0.83,0.4,430000,133810000,119820000,105200000,210000,460000,2510000,370000,13810000,32670000,73010000,27150000,145720000,257000,75000,98000,355000,2016-09-01
L018,2016,10,835,3,1,서울,80대,4,219000,0.83,0.41,510000,135180000,121100000,106200000,220000,460000,2560000,390000,13970000,33180000,73600000,27210000,147480000,295000,113000,102000,397000,2016-10-01
L018,2016,11,836,3,1,서울,80대,4,222000,0.83,0.41,480000,135940000,121610000,106610000,240000,460000,2570000,450000,14070000,33530000,73650000,27020000,148440000,290000,93000,97000,387000,2016-11-01
L018,2016,12,836,3,1,서울,80대,4,224000,0.83,0.41,440000,136260000,122050000,106940000,250000,450000,2610000,500000,14200000,33880000,73600000,27520000,148840000,260000,87000,93000,353000,2016-12-01
L018,2017,1,836,3,1,서울,80대,4,228000,0.83,0.41,480000,136610000,122560000,107070000,250000,460000,2840000,510000,14310000,34210000,73650000,26520000,150120000,287000,80000,113000,400000,2017-01-01
L018,2017,2,838,3,1,서울,80대,4,204000,0.92,0.46,440000,138200000,124070000,108470000,270000,470000,2850000,540000,15580000,34550000,73540000,26580000,152360000,269000,80000,91000,360000,2017-02-01
L018,2017,3,838,3,1,서울,80대,5,207000,0.93,0.46,380000,138250000,124010000,108280000,290000,480000,2840000,580000,15590000,34460000,73530000,25900000,152790000,227000,68000,85000,312000,2017-03-01
L018,2017,4,838,3,1,서울,80대,4,211000,0.93,0.46,450000,138470000,123940000,108100000,300000,480000,2880000,580000,15690000,34510000,73300000,24970000,152980000,262000,86000,102000,364000,2017-04-01
L018,2017,5,838,3,1,서울,80대,4,214000,0.93,0.47,590000,137520000,122890000,106960000,310000,520000,2870000,600000,15060000,34710000,72680000,24960000,151660000,395000,81000,114000,509000,2017-05-01
L018,2017,6,838,3,1,서울,80대,4,217000,0.93,0.47,480000,137440000,122890000,106740000,310000,530000,2990000,580000,15060000,34710000,72670000,24470000,151910000,286000,89000,105000,391000,2017-06-01
L018,2017,7,839,3,1,서울,80대,4,219000,0.93,0.47,480000,137160000,122570000,106830000,310000,540000,2940000,600000,14890000,34830000,72410000,23960000,151950000,287000,84000,109000,396000,2017-07-01
L018,2017,8,839,3,1,서울,80대,4,221000,0.93,0.47,560000,136560000,121900000,106420000,310000,530000,2760000,610000,14700000,34720000,72030000,23990000,151460000,327000,97000,136000,463000,2017-08-01
L018,2017,9,839,3,1,서울,80대,4,224000,0.93,0.48,500000,135740000,120750000,105370000,310000,530000,2760000,640000,14250000,34650000,71400000,24260000,149950000,300000,83000,117000,417000,2017-09-01
L018,2017,10,840,3,1,서울,80대,4,226000,0.94,0.48,580000,135430000,120580000,104900000,320000,540000,2700000,790000,14200000,34780000,71130000,24260000,149840000,326000,129000,125000,451000,2017-10-01
L018,2017,11,840,3,1,서울,80대,4,229000,0.94,0.48,490000,135980000,120590000,104900000,330000,530000,2660000,810000,14150000,34480000,71490000,23890000,150180000,276000,101000,113000,389000,2017-11-01
L018,2017,12,840,3,1,서울,80대,4,232000,0.94,0.48,490000,135830000,120500000,104850000,340000,530000,2640000,790000,14140000,34200000,71680000,23560000,150420000,272000,98000,120000,392000,2017-12-01
L028,2016,1,773,3,5,인천,80대,5,39000,1.76,1.38,290000,83920000,72640000,63430000,190000,350000,1740000,130000,8940000,22200000,41250000,12840000,85810000,119000,67000,104000,223000,2016-01-01
L028,2016,2,813,3,2,인천,80대,5,47000,0.61,0.24,200000,79700000,69050000,58890000,150000,280000,1910000,140000,8930000,20280000,39630000,11180000,81820000,75000,41000,84000,159000,2016-02-01
L028,2016,3,813,3,2,인천,80대,5,47000,0.61,0.24,180000,80710000,69760000,59720000,150000,260000,1830000,150000,9050000,20460000,40030000,11520000,82230000,74000,36000,70000,144000,2016-03-01
L028,2016,4,813,3,2,인천,80대,5,48000,0.62,0.24,220000,80420000,69220000,59000000,160000,310000,1840000,160000,8990000,20700000,39280000,11770000,81720000,85000,42000,93000,178000,2016-04-01
L028,2016,5,813,3,2,인천,80대,5,49000,0.62,0.24,200000,81760000,69230000,59230000,160000,340000,1860000,170000,8920000,21030000,39030000,11930000,81630000,85000,39000,76000,161000,2016-05-01
L028,2016,6,813,3,2,인천,80대,5,50000,0.61,0.24,210000,82460000,69480000,59440000,170000,330000,1820000,160000,8920000,21020000,39290000,12370000,82110000,87000,43000,80000,167000,2016-06-01
L028,2016,7,814,3,2,인천,80대,5,50000,0.61,0.24,210000,83350000,70140000,60260000,180000,310000,1820000,170000,8690000,21240000,39950000,12330000,82750000,85000,42000,83000,168000,2016-07-01
L028,2016,8,815,3,2,인천,80대,5,51000,0.61,0.24,220000,84290000,70970000,60050000,170000,310000,1940000,180000,8630000,21450000,40630000,12360000,83870000,89000,44000,87000,176000,2016-08-01
L028,2016,9,815,3,2,인천,80대,5,51000,0.61,0.25,220000,84330000,70680000,59840000,180000,310000,1950000,190000,8640000,21660000,40110000,12050000,83370000,88000,44000,88000,176000,2016-09-01
L028,2016,10,815,3,2,인천,80대,5,52000,0.61,0.25,230000,84520000,70830000,59710000,190000,310000,1920000,170000,8760000,21520000,40280000,12380000,83760000,87000,48000,95000,182000,2016-10-01
L028,2016,11,816,3,2,인천,80대,5,53000,0.61,0.25,220000,85490000,71420000,59410000,190000,320000,1830000,170000,8580000,21550000,41000000,11930000,84610000,89000,47000,84000,173000,2016-11-01
L028,2016,12,816,3,2,인천,80대,5,53000,0.62,0.25,220000,86210000,72000000,59990000,210000,330000,1920000,170000,8960000,21810000,40930000,12110000,85610000,89000,43000,88000,177000,2016-12-01
L028,2017,1,817,3,2,인천,80대,5,54000,0.62,0.25,220000,85520000,72100000,60120000,210000,330000,1930000,160000,8950000,21710000,41140000,11980000,85690000,92000,45000,83000,175000,2017-01-01
L028,2017,2,817,3,2,인천,80대,5,48000,0.69,0.29,220000,86250000,72200000,60190000,260000,300000,1990000,160000,8350000,22390000,41090000,11720000,85570000,92000,45000,83000,175000,2017-02-01
L028,2017,3,817,3,2,인천,80대,5,49000,0.69,0.29,200000,87410000,73160000,60830000,270000,310000,1990000,150000,8270000,22680000,41820000,11640000,87010000,79000,39000,82000,161000,2017-03-01
L028,2017,4,817,3,2,인천,80대,5,50000,0.69,0.29,240000,87820000,73500000,61020000,290000,300000,1990000,310000,8470000,22920000,41710000,11800000,87420000,99000,49000,92000,191000,2017-04-01
L028,2017,5,817,3,2,인천,80대,5,50000,0.69,0.29,230000,87350000,72500000,60240000,310000,320000,1850000,310000,8370000,22650000,41060000,12090000,86640000,96000,46000,88000,184000,2017-05-01
L028,2017,6,817,3,2,인천,80대,5,51000,0.69,0.29,250000,86840000,72070000,60280000,310000,330000,1840000,320000,8090000,22600000,40980000,11680000,86120000,99000,54000,97000,196000,2017-06-01
L028,2017,7,818,3,2,인천,80대,5,51000,0.69,0.29,240000,87230000,72450000,60730000,300000,330000,1850000,240000,8060000,22840000,41150000,11730000,86520000,97000,49000,94000,191000,2017-07-01
L028,2017,8,818,3,2,인천,80대,5,52000,0.69,0.3,240000,86790000,71670000,59900000,300000,330000,1890000,250000,8000000,23030000,40220000,11510000,85550000,101000,47000,92000,193000,2017-08-01
L028,2017,9,818,3,2,인천,80대,5,53000,0.7,0.3,230000,88260000,72870000,61160000,300000,350000,1870000,250000,8010000,23350000,41080000,12180000,86840000,97000,45000,88000,185000,2017-09-01
L028,2017,10,818,3,2,인천,80대,5,53000,0.7,0.3,260000,88310000,72790000,60820000,300000,350000,1870000,260000,8010000,23310000,41030000,11750000,86900000,114000,55000,91000,205000,2017-10-01
L028,2017,11,819,3,2,인천,80대,5,54000,0.7,0.3,240000,89350000,73120000,60820000,310000,350000,1880000,270000,8070000,23250000,41360000,11810000,87310000,97000,47000,96000,193000,2017-11-01
L028,2017,12,819,3,2,인천,80대,5,55000,0.71,0.31,250000,90240000,73200000,61020000,330000,360000,1880000,250000,8110000,23280000,41360000,11690000,87340000,100000,52000,98000,198000,2017-12-01
L038,2016,1,789,3,4,대전,80대,5,27000,1.71,1.37,230000,75300000,66370000,53910000,110000,270000,650000,150000,10490000,11390000,44270000,15150000,78410000,110000,48000,72000,182000,2016-01-01
L038,2016,2,821,3,2,대전,80대,5,26000,0.69,0.31,170000,76170000,66580000,52270000,90000,250000,780000,210000,9500000,11370000,45490000,12900000,78530000,83000,34000,53000,136000,2016-02-01
L038,2016,3,820,3,2,대전,80대,5,26000,0.7,0.31,160000,73940000,64340000,49920000,80000,210000,770000,210000,9740000,11210000,43180000,13310000,75510000,77000,32000,51000,128000,2016-03-01
L038,2016,4,820,3,2,대전,80대,5,27000,0.71,0.32,180000,75350000,64980000,51250000,90000,220000,680000,170000,9710000,11420000,43650000,16320000,76320000,86000,38000,56000,142000,2016-04-01
L038,2016,5,821,3,2,대전,80대,5,27000,0.71,0.32,190000,75990000,65610000,52030000,90000,230000,680000,170000,9760000,11750000,43900000,16720000,76010000,96000,38000,56000,152000,2016-05-01
L038,2016,6,822,3,2,대전,80대,5,28000,0.71,0.33,180000,77970000,66980000,52670000,90000,230000,750000,200000,10300000,11900000,44570000,16750000,77520000,88000,37000,55000,143000,2016-06-01
L038,2016,7,823,3,1,대전,80대,5,28000,0.71,0.33,180000,79270000,67420000,53050000,90000,250000,740000,200000,10830000,12080000,44300000,17210000,78090000,91000,37000,52000,143000,2016-07-01
L038,2016,8,824,3,1,대전,80대,5,28000,0.71,0.33,180000,78490000,66570000,52540000,100000,270000,710000,330000,10570000,12100000,43690000,17500000,77110000,90000,38000,52000,142000,2016-08-01
L038,2016,9,823,3,1,대전,80대,5,29000,0.72,0.33,190000,78070000,66330000,52250000,110000,280000,730000,330000,10640000,12240000,43220000,17630000,76860000,91000,38000,61000,152000,2016-09-01
L038,2016,10,824,3,1,대전,80대,5,29000,0.71,0.33,190000,78050000,66470000,52250000,110000,310000,750000,310000,10910000,12130000,43200000,17210000,77160000,90000,42000,58000,148000,2016-10-01
L038,2016,11,824,3,1,대전,80대,5,29000,0.71,0.33,190000,78630000,66210000,52190000,110000,320000,790000,340000,10740000,12250000,43010000,17590000,76400000,90000,41000,59000,149000,2016-11-01
L038,2016,12,824,3,1,대전,80대,5,30000,0.72,0.34,190000,79090000,66340000,52440000,120000,310000,770000,380000,10650000,12180000,43270000,17530000,76630000,86000,39000,65000,151000,2016-12-01
L038,2017,1,825,3,1,대전,80대,5,30000,0.72,0.34,200000,78680000,66180000,52230000,120000,320000,820000,440000,10740000,12000000,43190000,17510000,76640000,97000,43000,60000,157000,2017-01-01
L038,2017,2,825,3,1,대전,80대,5,27000,0.8,0.38,190000,78470000,65500000,51740000,130000,380000,810000,360000,11230000,11650000,42310000,17010000,75910000,99000,33000,58000,157000,2017-02-01
L038,2017,3,825,3,1,대전,80대,5,28000,0.81,0.38,170000,80630000,67150000,53560000,140000,360000,810000,340000,11250000,11760000,43820000,17220000,77440000,80000,32000,58000,138000,2017-03-01
L038,2017,4,825,3,1,대전,80대,5,28000,0.82,0.38,210000,80610000,67210000,53530000,160000,380000,870000,330000,11300000,12050000,43530000,17160000,77700000,101000,41000,68000,169000,2017-04-01
L038,2017,5,827,3,1,대전,80대,5,29000,0.82,0.38,200000,77280000,64180000,51170000,170000,380000,890000,330000,10500000,11980000,41360000,17120000,74170000,96000,39000,65000,161000,2017-05-01
L038,2017,6,828,3,1,대전,80대,5,29000,0.82,0.38,210000,78020000,64320000,51200000,180000,360000,850000,350000,10450000,11970000,41570000,17180000,74210000,104000,40000,66000,170000,2017-06-01
L038,2017,7,829,3,1,대전,80대,5,29000,0.81,0.38,210000,79300000,65240000,52150000,180000,350000,850000,320000,10390000,12240000,42270000,17530000,75020000,100000,39000,71000,171000,2017-07-01
L038,2017,8,829,3,1,대전,80대,5,30000,0.82,0.39,210000,79310000,65150000,52110000,170000,360000,820000,350000,10110000,12200000,42500000,17730000,75030000,101000,42000,67000,168000,2017-08-01
L038,2017,9,829,3,1,대전,80대,5,30000,0.83,0.39,200000,79590000,64800000,51400000,180000,330000,790000,380000,10210000,12030000,42210000,17620000,74340000,97000,39000,64000,161000,2017-09-01
L038,2017,10,829,3,1,대전,80대,5,30000,0.83,0.39,220000,80320000,65330000,51890000,180000,350000,780000,360000,10230000,12130000,42610000,17380000,74850000,105000,44000,71000,176000,2017-10-01
L038,2017,11,829,3,1,대전,80대,5,31000,0.83,0.39,200000,81600000,66500000,52720000,200000,370000,770000,390000,10440000,12050000,43630000,17270000,76640000,97000,41000,62000,159000,2017-11-01
L038,2017,12,829,3,1,대전,80대,5,31000,0.84,0.39,210000,83020000,67980000,54160000,200000,370000,770000,300000,10330000,12290000,44980000,17140000,78520000,97000,43000,70000,167000,2017-12-01
L048,2016,1,791,3,4,대구,80대,5,39000,1.92,1.47,250000,92950000,65800000,56440000,100000,270000,800000,30000,12180000,11840000,41610000,14120000,76700000,119000,71000,60000,179000,2016-01-01
L048,2016,2,825,3,1,대구,80대,5,53000,0.75,0.24,150000,96010000,63420000,52230000,70000,210000,760000,40000,11490000,9860000,41940000,14770000,73330000,65000,30000,55000,120000,2016-02-01
L048,2016,3,826,3,1,대구,80대,5,54000,0.77,0.24,120000,95740000,63160000,51890000,60000,200000,800000,30000,12400000,10060000,40580000,15140000,73780000,58000,28000,34000,92000,2016-03-01
L048,2016,4,826,3,1,대구,80대,5,55000,0.77,0.24,170000,97530000,63920000,52560000,60000,190000,780000,20000,12470000,10130000,41200000,15250000,74500000,63000,33000,74000,137000,2016-04-01
L048,2016,5,826,3,1,대구,80대,5,56000,0.77,0.25,140000,97980000,63770000,52190000,60000,190000,830000,30000,12340000,10490000,40810000,14820000,74240000,59000,30000,51000,110000,2016-05-01
L048,2016,6,826,3,1,대구,80대,5,57000,0.77,0.25,150000,98620000,63460000,51770000,70000,210000,820000,40000,12250000,10360000,40720000,14150000,74160000,74000,31000,45000,119000,2016-06-01
L048,2016,7,826,3,1,대구,80대,5,58000,0.77,0.25,140000,101390000,64280000,52150000,70000,200000,850000,90000,12570000,10710000,40860000,14050000,75030000,64000,30000,46000,110000,2016-07-01
L048,2016,8,827,3,1,대구,80대,5,58000,0.77,0.24,130000,102760000,64450000,52050000,70000,200000,800000,100000,12470000,10820000,41020000,13770000,75000000,67000,29000,34000,101000,2016-08-01
L048,2016,9,827,3,1,대구,80대,5,59000,0.77,0.25,150000,102500000,64030000,51770000,70000,200000,850000,100000,12370000,10930000,40590000,13730000,74590000,64000,28000,58000,122000,2016-09-01
L048,2016,10,827,3,1,대구,80대,5,60000,0.77,0.24,130000,104070000,64840000,52190000,70000,190000,960000,90000,12430000,11090000,41180000,13750000,75720000,62000,31000,37000,99000,2016-10-01
L048,2016,11,827,3,1,대구,80대,5,60000,0.78,0.24,160000,104210000,65070000,52410000,80000,180000,970000,110000,12250000,11470000,41220000,13820000,75920000,60000,31000,69000,129000,2016-11-01
L048,2016,12,828,3,1,대구,80대,5,61000,0.78,0.25,130000,105180000,65290000,52630000,80000,170000,960000,120000,12290000,11500000,41350000,13160000,76100000,59000,31000,40000,99000,2016-12-01
L048,2017,1,828,3,1,대구,80대,5,62000,0.78,0.25,130000,106470000,65970000,53390000,80000,170000,1020000,110000,12220000,11930000,41690000,12950000,76520000,63000,30000,37000,100000,2017-01-01
L048,2017,2,829,3,1,대구,80대,5,59000,0.84,0.27,140000,106850000,66160000,53510000,90000,150000,1060000,110000,12260000,12200000,41550000,12960000,76930000,63000,30000,47000,110000,2017-02-01
L048,2017,3,829,3,1,대구,80대,5,60000,0.84,0.28,120000,107540000,66270000,53540000,90000,220000,1040000,180000,12360000,12050000,41710000,12890000,76940000,57000,26000,37000,94000,2017-03-01
L048,2017,4,829,3,1,대구,80대,5,61000,0.84,0.28,180000,110290000,67230000,54530000,100000,220000,1040000,230000,12400000,11850000,42810000,13020000,78310000,108000,33000,39000,147000,2017-04-01
L048,2017,5,830,3,1,대구,80대,5,62000,0.85,0.28,160000,111470000,67080000,54140000,120000,230000,1030000,250000,12470000,11800000,42630000,12550000,78620000,81000,34000,45000,126000,2017-05-01
L048,2017,6,830,3,1,대구,80대,5,62000,0.84,0.28,200000,111700000,66880000,53870000,110000,210000,1010000,220000,12540000,11790000,42380000,12520000,78390000,86000,45000,69000,155000,2017-06-01
L048,2017,7,830,3,1,대구,80대,5,63000,0.82,0.28,270000,112650000,67160000,53890000,120000,220000,1030000,190000,12520000,11950000,42490000,12590000,78650000,167000,36000,67000,234000,2017-07-01
L048,2017,8,830,3,1,대구,80대,5,63000,0.82,0.28,240000,113570000,67780000,54470000,120000,240000,1060000,220000,12690000,12130000,42760000,12720000,79030000,113000,43000,84000,197000,2017-08-01
L048,2017,9,830,3,1,대구,80대,5,64000,0.82,0.28,200000,114360000,67800000,54380000,130000,230000,1050000,210000,12720000,12380000,42490000,12670000,79140000,73000,34000,93000,166000,2017-09-01
L048,2017,10,830,3,1,대구,80대,5,65000,0.81,0.28,330000,115010000,67670000,54240000,130000,220000,1040000,140000,12780000,12400000,42270000,12480000,78860000,123000,39000,168000,291000,2017-10-01
L048,2017,11,830,3,1,대구,80대,5,66000,0.81,0.29,180000,114960000,67140000,53720000,140000,220000,1080000,150000,12490000,12540000,41890000,12250000,78180000,76000,38000,66000,142000,2017-11-01
L048,2017,12,831,3,1,대구,80대,5,66000,0.82,0.29,260000,115080000,67270000,53550000,130000,220000,1150000,140000,12500000,12820000,41730000,12300000,78440000,88000,40000,132000,220000,2017-12-01
L058,2016,1,781,3,5,광주,80대,4,21000,1.73,1.41,580000,61080000,54520000,45800000,130000,250000,510000,160000,12990000,10310000,31010000,18480000,65300000,159000,92000,329000,488000,2016-01-01
L058,2016,2,819,3,2,광주,80대,5,23000,0.54,0.22,270000,57440000,50710000,42320000,100000,130000,450000,140000,11210000,9440000,29890000,15180000,60420000,123000,47000,100000,223000,2016-02-01
L058,2016,3,819,3,2,광주,80대,5,24000,0.54,0.22,230000,59550000,52150000,43680000,100000,130000,450000,140000,10960000,10260000,30750000,18310000,60660000,92000,45000,93000,185000,2016-03-01
L058,2016,4,819,3,2,광주,80대,5,24000,0.54,0.23,240000,61020000,53160000,44450000,100000,130000,450000,140000,11330000,10420000,31230000,18560000,61890000,103000,46000,91000,194000,2016-04-01
L058,2016,5,819,3,2,광주,80대,5,25000,0.54,0.23,260000,61770000,53830000,44730000,90000,130000,450000,150000,11650000,10500000,31510000,18010000,62830000,124000,50000,86000,210000,2016-05-01
L058,2016,6,819,3,2,광주,80대,5,25000,0.54,0.23,250000,61980000,53130000,43870000,80000,150000,500000,140000,11650000,10530000,30790000,17990000,62130000,119000,48000,83000,202000,2016-06-01
L058,2016,7,820,3,2,광주,80대,5,25000,0.54,0.23,240000,62550000,53550000,44460000,90000,150000,520000,140000,11460000,10680000,31240000,17700000,62680000,110000,44000,86000,196000,2016-07-01
L058,2016,8,821,3,2,광주,80대,5,25000,0.54,0.23,250000,62890000,53700000,44530000,90000,140000,610000,140000,11410000,10880000,31240000,17650000,62960000,131000,46000,73000,204000,2016-08-01
L058,2016,9,821,3,2,광주,80대,5,26000,0.54,0.23,240000,63640000,54210000,44610000,90000,140000,770000,160000,11550000,11030000,31450000,17380000,63590000,118000,43000,79000,197000,2016-09-01
L058,2016,10,821,3,2,광주,80대,5,26000,0.55,0.23,250000,66230000,55900000,46120000,110000,130000,780000,160000,11650000,10910000,33140000,18530000,65570000,126000,49000,75000,201000,2016-10-01
L058,2016,11,822,3,2,광주,80대,5,26000,0.49,0.23,270000,67020000,56450000,46450000,110000,130000,730000,160000,11770000,10870000,33610000,18140000,66710000,133000,56000,81000,214000,2016-11-01
L058,2016,12,822,3,2,광주,80대,5,26000,0.5,0.24,260000,66490000,55680000,45920000,110000,180000,730000,110000,11510000,10900000,33070000,18250000,65770000,127000,54000,79000,206000,2016-12-01
L058,2017,1,821,3,2,광주,80대,5,27000,0.53,0.24,250000,66210000,55320000,45420000,110000,170000,740000,100000,11500000,10840000,32790000,18450000,65370000,118000,54000,78000,196000,2017-01-01
L058,2017,2,821,3,2,광주,80대,5,24000,0.61,0.28,270000,67340000,56000000,45770000,130000,290000,730000,150000,11580000,10990000,33200000,19150000,66510000,130000,53000,87000,217000,2017-02-01
L058,2017,3,822,3,2,광주,80대,5,24000,0.62,0.28,230000,68520000,56790000,46330000,140000,320000,720000,150000,11550000,11210000,33790000,19010000,67430000,114000,44000,72000,186000,2017-03-01
L058,2017,4,821,3,2,광주,80대,5,25000,0.62,0.29,310000,68340000,56370000,45950000,150000,290000,770000,130000,11770000,11350000,33010000,18920000,67500000,162000,62000,86000,248000,2017-04-01
L058,2017,5,821,3,2,광주,80대,5,25000,0.63,0.29,280000,69900000,57750000,47280000,170000,320000,780000,120000,11920000,11580000,33990000,20670000,68670000,126000,60000,94000,220000,2017-05-01
L058,2017,6,822,3,2,광주,80대,5,26000,0.63,0.3,300000,69320000,57680000,47260000,180000,330000,770000,120000,11810000,11690000,33910000,20920000,68520000,128000,64000,108000,236000,2017-06-01
L058,2017,7,822,3,2,광주,80대,5,26000,0.63,0.3,330000,69750000,57400000,46900000,180000,320000,790000,120000,12060000,11870000,33200000,20680000,68580000,140000,58000,132000,272000,2017-07-01
L058,2017,8,823,3,1,광주,80대,5,26000,0.63,0.3,310000,69000000,56140000,45830000,180000,340000,800000,120000,11940000,11430000,32500000,20420000,67310000,133000,60000,117000,250000,2017-08-01
L058,2017,9,823,3,1,광주,80대,5,27000,0.64,0.3,300000,69830000,56520000,45810000,180000,280000,790000,210000,12190000,11360000,32700000,20510000,67870000,133000,52000,115000,248000,2017-09-01
L058,2017,10,823,3,1,광주,80대,5,27000,0.63,0.31,340000,69680000,56120000,45270000,180000,300000,790000,330000,12210000,11450000,32170000,20670000,67640000,141000,64000,135000,276000,2017-10-01
L058,2017,11,823,3,1,광주,80대,5,27000,0.63,0.3,320000,75400000,56150000,45680000,170000,320000,770000,320000,11870000,11390000,32590000,20220000,67520000,131000,54000,135000,266000,2017-11-01
L058,2017,12,823,3,1,광주,80대,5,28000,0.64,0.31,300000,77450000,57910000,46760000,180000,340000,800000,320000,12190000,11470000,33940000,20220000,69870000,128000,60000,112000,240000,2017-12-01
L068,2016,1,784,3,5,부산,80대,4,54000,1.83,1.5,470000,75790000,66470000,52880000,190000,400000,1660000,130000,9720000,16980000,39440000,15680000,78650000,192000,106000,172000,364000,2016-01-01
L068,2016,2,821,3,2,부산,80대,5,61000,0.55,0.25,310000,72490000,63470000,48470000,120000,300000,1440000,30000,9260000,16440000,37530000,16220000,73950000,121000,66000,123000,244000,2016-02-01
L068,2016,3,821,3,2,부산,80대,5,62000,0.55,0.25,290000,74110000,64430000,49230000,130000,310000,1490000,30000,9380000,16650000,38150000,16520000,74730000,113000,59000,118000,231000,2016-03-01
L068,2016,4,821,3,2,부산,80대,5,63000,0.55,0.26,300000,74910000,65160000,49970000,120000,300000,1490000,30000,9450000,16680000,38800000,16530000,75500000,136000,63000,101000,237000,2016-04-01
L068,2016,5,821,3,2,부산,80대,5,64000,0.55,0.26,320000,75530000,65400000,50140000,120000,290000,1480000,30000,9470000,16790000,38910000,16340000,75570000,120000,66000,134000,254000,2016-05-01
L068,2016,6,821,3,2,부산,80대,5,65000,0.55,0.26,310000,76230000,65520000,49600000,120000,280000,1540000,90000,9820000,16640000,38820000,16320000,75720000,129000,69000,112000,241000,2016-06-01
L068,2016,7,821,3,2,부산,80대,5,66000,0.54,0.26,300000,77360000,66250000,49500000,120000,280000,1620000,100000,10260000,16920000,38830000,16470000,76640000,131000,63000,106000,237000,2016-07-01
L068,2016,8,822,3,2,부산,80대,5,67000,0.55,0.26,350000,77700000,66340000,49280000,120000,300000,1630000,100000,10150000,17060000,38900000,16370000,76780000,136000,70000,144000,280000,2016-08-01
L068,2016,9,822,3,2,부산,80대,5,68000,0.55,0.26,300000,78730000,66790000,49600000,130000,280000,1790000,100000,10170000,17120000,39250000,16300000,77390000,130000,67000,103000,233000,2016-09-01
L068,2016,10,822,3,2,부산,80대,5,69000,0.55,0.26,310000,78630000,66920000,49690000,140000,280000,1760000,140000,10610000,17190000,38870000,15910000,77650000,127000,72000,111000,238000,2016-10-01
L068,2016,11,822,3,2,부산,80대,5,69000,0.55,0.26,330000,79250000,67250000,49730000,140000,280000,1830000,150000,10600000,17570000,38820000,16000000,78070000,134000,68000,128000,262000,2016-11-01
L068,2016,12,823,3,1,부산,80대,5,71000,0.55,0.26,320000,79620000,67240000,49490000,150000,280000,1950000,140000,10570000,17910000,38490000,15760000,77850000,124000,71000,125000,249000,2016-12-01
L068,2017,1,823,3,1,부산,80대,5,72000,0.55,0.27,330000,79050000,66280000,49890000,160000,290000,2010000,140000,10830000,18020000,37140000,15570000,76760000,134000,73000,123000,257000,2017-01-01
L068,2017,2,824,3,1,부산,80대,5,61000,0.65,0.32,320000,80910000,67350000,50430000,170000,350000,1970000,190000,10810000,18110000,38140000,16510000,77730000,130000,72000,118000,248000,2017-02-01
L068,2017,3,824,3,1,부산,80대,5,62000,0.65,0.32,290000,81400000,67330000,50560000,190000,360000,1860000,230000,10800000,18190000,38020000,16460000,77750000,116000,66000,108000,224000,2017-03-01
